,class_label,class_pred,class_score,order_label,order_pred,order_score,family_label,family_pred,family_score,genus_label,genus_pred,genus_score,species_label,species_pred,species_score
JIABC248-16,Insecta,Insecta,1.0000,Orthoptera,Orthoptera,0.0016,Gryllidae,Tettigoniidae,0.0016,,Conocephalus,0.0016,,Conocephalus maculatus,0.0016
JIABF131-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Chironomidae,Chironomidae,0.8443,,Metriocnemus,0.0007,,Metriocnemus sp. 7ES,0.0007
JICAY059-16,Insecta,Insecta,1.0000,Lepidoptera,Lepidoptera,1.0000,Tineidae,Adelgidae,0.0026,,Adelges,0.0026,,Adelges tsugae,0.0026
JIAAA237-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Cecidomyiidae,Cecidomyiidae,1.0000,,Lestodiplosis,0.0717,,Lestodiplosis sp. 1 NPH-2020,0.0717
JIAAB033-16,Insecta,Insecta,1.0000,Hemiptera,Hemiptera,1.0000,Cicadellidae,Cicadellidae,0.9998,Xestocephalus,Xestocephalus,0.0277,,Xestocephalus fulvocapitatus,0.0110
JICAO031-16,Insecta,Insecta,1.0000,Coleoptera,Coleoptera,1.0000,Chrysomelidae,Ptinidae,0.0012,,Epuraea,0.0009,,Epuraea terminalis,0.0009
JIAAA224-16,Insecta,Insecta,1.0000,Hymenoptera,Hymenoptera,1.0000,Formicidae,Formicidae,1.0000,Procryptocerus,Procryptocerus,0.9999,Procryptocerus scabriusculus,Procryptocerus scabriusculus,0.9999
JIAAJ022-16,Insecta,Insecta,1.0000,Orthoptera,Orthoptera,1.0000,Tettigoniidae,Tettigoniidae,1.0000,,Psorodonotus,0.0037,,Psorodonotus venosus,0.0037
JIAAR033-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Sciaridae,Sciaridae,1.0000,Pseudolycoriella,Pseudolycoriella,0.8893,,Pseudolycoriella subbruckii,0.8893
JIAAV073-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Psychodidae,Psychodidae,1.0000,,Psychoda,1.0000,,Psychoda alternata,0.0122
JIAAZ225-16,Insecta,Insecta,1.0000,Coleoptera,Coleoptera,1.0000,Staphylinidae,Staphylinidae,0.0319,,Amara,0.0015,,Amara lunicollis,0.0015
JIABF250-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Mycetophilidae,Mycetophilidae,0.8824,,Tarnania,0.0041,,Tarnania tarnanii,0.0041
JICAU052-16,Insecta,Insecta,1.0000,Hemiptera,Hemiptera,1.0000,Scutelleridae,Scutelleridae,1.0000,Augocoris,Augocoris,0.9991,Augocoris gomesii,Augocoris gomesii,0.9991
JICAX164-16,Insecta,Insecta,1.0000,Hymenoptera,Hymenoptera,1.0000,Formicidae,Formicidae,1.0000,Pseudomyrmex,Pseudomyrmex,1.0000,Pseudomyrmex oculatus,Pseudomyrmex oculatus,0.9998
JIAAB195-16,Insecta,Insecta,1.0000,Neuroptera,Neuroptera,1.0000,Chrysopidae,Hemerobiidae,0.0165,,Micromus,0.0165,,Brachynemurus sackeni,0.0046
JIAAK004-16,Insecta,Insecta,1.0000,Coleoptera,Coleoptera,1.0000,Elateridae,Elateridae,1.0000,,Melanotus,0.0560,,Limonius aeger,0.0310
JIAAW052-16,Insecta,Insecta,1.0000,Lepidoptera,Lepidoptera,1.0000,Blastobasidae,Blastobasidae,1.0000,blastoBioLep01,blastoBioLep01,0.9996,blastoBioLep01 BioLep441,blastoBioLep01 BioLep441,0.9993
JICAX025-16,Insecta,Insecta,1.0000,Coleoptera,Coleoptera,1.0000,Scraptiidae,Formicidae,0.0015,,Pheidole,0.0015,,Pheidole megacephala,0.0015
JICAX049-16,Insecta,Insecta,1.0000,Coleoptera,Coleoptera,1.0000,Mordellidae,Mordellidae,0.6765,,Mordellina,0.0265,,Xestia xanthographa,0.0062
JICAY082-16,Insecta,Insecta,1.0000,Hymenoptera,Hymenoptera,1.0000,Formicidae,Formicidae,1.0000,Cephalotes,Cephalotes,0.0883,,Cephalotes MAS003,0.0527
JIAAA161-16,Insecta,Insecta,1.0000,Hemiptera,Hemiptera,1.0000,Cicadellidae,Cicadellidae,0.9996,Xestocephalus,Xestocephalus,0.0295,,Xestocephalus fulvocapitatus,0.0116
JIAAK201-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Chironomidae,Chironomidae,1.0000,,Bryophaenocladius,0.0031,,Bryophaenocladius cf. vernalis,0.0013
JIAAL050-16,Insecta,Insecta,1.0000,Coleoptera,Coleoptera,1.0000,Staphylinidae,Staphylinidae,0.0033,,Amara,0.0010,,Amara lunicollis,0.0010
JIAAS032-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Sciaridae,Sciaridae,1.0000,,Corynoptera,0.2930,,Phytosciara plusiochaeta,0.0109
JIABC070-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Phoridae,Phoridae,0.8499,Apocephalus,Conicera,0.0239,,Conicera similis,0.0239
JIABC090-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Chironomidae,Chironomidae,0.9229,,Metriocnemus,0.0007,,Metriocnemus sp. 7ES,0.0007
JIABE150-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Sciaridae,Sciaridae,1.0000,Pseudolycoriella,Pseudolycoriella,0.8893,,Pseudolycoriella subbruckii,0.8893
JIABF325-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Sciaridae,Sciaridae,1.0000,,Corynoptera,0.1893,,Phytosciara plusiochaeta,0.0086
JICAJ131-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Sciaridae,Sciaridae,1.0000,,Corynoptera,0.0175,,Anopheles scanloni,0.0008
JIAAC147-16,Insecta,Insecta,1.0000,Psocodea,Psocodea,1.0000,Caeciliusidae,Caeciliusidae,0.1090,,Valenzuela,0.1090,,Valenzuela piceus,0.0269
JIABF038-16,Insecta,Insecta,1.0000,Diptera,Diptera,0.9996,Cecidomyiidae,Cecidomyiidae,0.9996,,Cystiphora,0.0276,,Cystiphora taraxaci,0.0276
JIABG233-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Chironomidae,Chironomidae,1.0000,,Metriocnemus,0.2012,,Prosmittia jemtlandica,0.0039
JIAAK068-16,Insecta,Insecta,1.0000,Coleoptera,Coleoptera,1.0000,Staphylinidae,Staphylinidae,0.9999,,Lordithon,0.0134,,Lordithon fungicola,0.0134
JIAAL067-16,Insecta,Insecta,1.0000,Coleoptera,Coleoptera,1.0000,Staphylinidae,Staphylinidae,0.9999,,Lordithon,0.0134,,Lordithon fungicola,0.0134
JIABF020-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Sciaridae,Sciaridae,1.0000,,Bradysia,0.0005,,Bradysia difformis,0.0005
JICAX024-16,Insecta,Insecta,1.0000,Hemiptera,Hemiptera,1.0000,Scutelleridae,Scutelleridae,1.0000,Augocoris,Augocoris,0.9993,Augocoris gomesii,Augocoris gomesii,0.9993
JIAAI029-16,Insecta,Insecta,1.0000,Coleoptera,Coleoptera,1.0000,Chrysomelidae,Chrysomelidae,0.9999,,Caenocara,0.0900,,Caenocara scymnoides,0.0897
JIAAR044-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Chironomidae,Chironomidae,1.0000,,Bryophaenocladius,0.0299,,Bryophaenocladius ictericus,0.0005
JIABG169-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Sciaridae,Sciaridae,1.0000,,Scatopsciara,0.5536,,Delia platura,0.0140
JIAAA261-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Cecidomyiidae,Cecidomyiidae,1.0000,,Cystiphora,0.0024,,Cystiphora taraxaci,0.0024
JIAAG205-16,Insecta,Insecta,1.0000,Thysanoptera,Thysanoptera,1.0000,Thripidae,Thripidae,1.0000,Frankliniella,Frankliniella,0.9997,,Taeniothrips inconsequens,0.0394
JIAAZ217-16,Insecta,Insecta,1.0000,Lepidoptera,Lepidoptera,1.0000,Gelechiidae,Gelechiidae,1.0000,gelMalaise01,gelMalaise01,1.0000,gelMalaise01 Malaise9194,gelMalaise01 Malaise9194,0.9997
JIABB063-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Chironomidae,Chironomidae,1.0000,,Helina,0.0003,,Helina troene,0.0003
JIABC088-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Sphaeroceridae,Heleomyzidae,0.0170,,Chlorops,0.0024,,Scatopsciara brevicornis,0.0023
JICAP102-16,Insecta,Insecta,1.0000,Hemiptera,Hemiptera,1.0000,Scutelleridae,Scutelleridae,1.0000,Augocoris,Augocoris,0.9993,Augocoris gomesii,Augocoris gomesii,0.9993
JICAS016-16,Insecta,Insecta,1.0000,Lepidoptera,Lepidoptera,1.0000,Gelechiidae,Gelechiidae,0.1930,gelBioLep01,Elachista,0.0355,,gelBioLep01 BioLep24,0.0246
JICAT111-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Cecidomyiidae,Cecidomyiidae,1.0000,,Lestodiplosis,0.8282,,Lestodiplosis sp. 1 NPH-2020,0.8282
JIAAH141-16,Insecta,Insecta,1.0000,Psocodea,Psocodea,0.9999,Lepidopsocidae,Lepidopsocidae,0.3285,,Echmepteryx,0.3285,,Echmepteryx hageni,0.3285
JIABD254-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Ceratopogonidae,Ceratopogonidae,1.0000,,Forcipomyia,0.1568,,Forcipomyia titillans,0.0035
JIABF106-16,Insecta,Insecta,1.0000,Coleoptera,Coleoptera,0.9987,Cerambycidae,Noctuidae,0.0062,,Autographa,0.0062,,Curculio sikkimensis,0.0013
JIAAG122-16,Insecta,Insecta,1.0000,Hemiptera,Hemiptera,1.0000,Cicadellidae,Cicadellidae,1.0000,Xestocephalus,Limotettix,0.0114,,Xestocephalus fulvocapitatus,0.0065
JICAH190-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Chironomidae,Chironomidae,1.0000,,Micropsectra,0.0016,,Micropsectra insignilobus,0.0016
JICAT050-16,Insecta,Insecta,1.0000,Coleoptera,Coleoptera,1.0000,Corylophidae,Ptinidae,0.0504,,Caenocara,0.0504,,Caenocara scymnoides,0.0503
JIAAM088-16,Insecta,Insecta,1.0000,Hemiptera,Hemiptera,1.0000,Cicadellidae,Cicadellidae,0.9996,Xestocephalus,Xestocephalus,0.0295,,Xestocephalus fulvocapitatus,0.0116
JIAAA078-16,Insecta,Insecta,1.0000,Coleoptera,Coleoptera,1.0000,Brentidae,Cerambycidae,0.0706,,Caenocara,0.0030,,Caenocara scymnoides,0.0030
JICAR098-16,Insecta,Insecta,1.0000,Diptera,Coleoptera,0.0282,Psychodidae,Coccinellidae,0.0282,,Psyllobora,0.0282,,Asteromyia carbonifera,0.0072
JICAT073-16,Insecta,Insecta,1.0000,Hymenoptera,Hymenoptera,1.0000,Formicidae,Formicidae,1.0000,Procryptocerus,Procryptocerus,0.9999,Procryptocerus scabriusculus,Procryptocerus scabriusculus,0.9999
JIAAW037-16,Insecta,Insecta,1.0000,Coleoptera,Coleoptera,1.0000,Curculionidae,Curculionidae,1.0000,,Euwallacea,0.0385,,Euwallacea fornicatus,0.0385
JICAQ040-16,Insecta,Insecta,1.0000,Hymenoptera,Hymenoptera,1.0000,Formicidae,Formicidae,1.0000,,Procryptocerus,0.8537,,Procryptocerus scabriusculus,0.8537
JICAS006-16,Insecta,Insecta,1.0000,Hemiptera,Hemiptera,1.0000,Scutelleridae,Scutelleridae,1.0000,Augocoris,Augocoris,0.9993,Augocoris gomesii,Augocoris gomesii,0.9993
JICAT019-16,Insecta,Insecta,1.0000,Hemiptera,Hemiptera,1.0000,Scutelleridae,Scutelleridae,1.0000,Augocoris,Augocoris,0.9993,Augocoris gomesii,Augocoris gomesii,0.9993
JICAU012-16,Insecta,Insecta,1.0000,Hemiptera,Hemiptera,1.0000,Scutelleridae,Scutelleridae,1.0000,Augocoris,Augocoris,0.9993,Augocoris gomesii,Augocoris gomesii,0.9993
JIAAF092-16,Insecta,Insecta,1.0000,Blattodea,Blattodea,0.9119,Ectobiidae,Ectobiidae,0.5336,,Blattella,0.0056,,Cryptocercus punctulatus,0.0028
JIAAJ303-16,Insecta,Insecta,1.0000,Hemiptera,Hemiptera,1.0000,,Flatidae,0.0715,,Metcalfa,0.0217,,Metcalfa pruinosa,0.0217
JIAAM103-16,Insecta,Insecta,1.0000,Coleoptera,Coleoptera,1.0000,Staphylinidae,Staphylinidae,0.0319,,Amara,0.0015,,Amara lunicollis,0.0015
JIAAO062-16,Insecta,Insecta,1.0000,Hymenoptera,Hymenoptera,1.0000,Braconidae,Braconidae,1.0000,Phanerotoma,Phanerotoma,1.0000,Phanerotoma andydeansi,Phanerotoma andydeansi,0.9653
JIAAO191-16,Insecta,Insecta,1.0000,Psocodea,Psocodea,1.0000,Lepidopsocidae,Lepidopsocidae,1.0000,Lepidopsocus,Lepidopsocus,0.9999,Lepidopsocus unicolor,Lepidopsocus unicolor,0.9999
JIAAQ021-16,Insecta,Insecta,1.0000,Hymenoptera,Hymenoptera,1.0000,Formicidae,Formicidae,1.0000,Pseudomyrmex,Pseudomyrmex,1.0000,Pseudomyrmex oculatus,Pseudomyrmex oculatus,1.0000
JICAO003-16,Insecta,Insecta,1.0000,Coleoptera,Coleoptera,1.0000,Tenebrionidae,Elateridae,0.2782,,Limonius,0.0148,,Limonius aeger,0.0148
JICAS060-16,Insecta,Insecta,1.0000,Hymenoptera,Hymenoptera,1.0000,Formicidae,Formicidae,1.0000,Procryptocerus,Procryptocerus,0.9999,Procryptocerus scabriusculus,Procryptocerus scabriusculus,0.9999
JIABA055-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Cecidomyiidae,Cecidomyiidae,1.0000,,Bryomyia,0.0140,,Asteralobia soyogo,0.0007
JIABD321-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Sciaridae,Sciaridae,1.0000,,Bradysia,0.0048,,Microphor holosericeus,0.0001
JICAP037-16,Insecta,Insecta,1.0000,Hymenoptera,Hymenoptera,1.0000,Formicidae,Formicidae,1.0000,Procryptocerus,Procryptocerus,0.9999,Procryptocerus scabriusculus,Procryptocerus scabriusculus,0.9999
JICAT004-16,Insecta,Insecta,1.0000,Hemiptera,Hemiptera,1.0000,Scutelleridae,Scutelleridae,1.0000,Augocoris,Augocoris,0.9993,Augocoris gomesii,Augocoris gomesii,0.9993
JICAY089-16,Insecta,Insecta,1.0000,Hymenoptera,Hymenoptera,1.0000,Formicidae,Formicidae,1.0000,Camponotus,Camponotus,1.0000,Camponotus brettesi,Camponotus brettesi,0.9979
JIABB160-16,Insecta,Insecta,1.0000,Coleoptera,Coleoptera,1.0000,,Elmidae,0.0084,,Pteronarcys,0.0004,,Pteronarcys californica,0.0004
JICAK017-16,Insecta,Insecta,1.0000,Coleoptera,Coleoptera,1.0000,Cerambycidae,Curculionidae,0.0036,,Curculio,0.0036,,Curculio sikkimensis,0.0036
JICAT010-16,Insecta,Insecta,1.0000,Hemiptera,Hemiptera,1.0000,Scutelleridae,Scutelleridae,1.0000,Augocoris,Augocoris,0.9994,Augocoris gomesii,Augocoris gomesii,0.9994
JIAAA216-16,Insecta,Insecta,1.0000,Hymenoptera,Hymenoptera,1.0000,Formicidae,Formicidae,1.0000,Azteca,Azteca,0.9991,Azteca instabilis,Azteca instabilis,0.9991
JIAAK028-16,Insecta,Insecta,1.0000,Hymenoptera,Hymenoptera,1.0000,Vespidae,Vespidae,1.0000,,Agelaia,0.2512,,Agelaia centralis,0.2512
JIAAL061-16,Insecta,Insecta,1.0000,Coleoptera,Coleoptera,1.0000,Cantharidae,Cantharidae,0.0099,,Malthodes,0.0099,,Contacyphon variabilis,0.0024
JIAAL119-16,Insecta,Insecta,1.0000,Lepidoptera,Lepidoptera,1.0000,Tineidae,Megalopygidae,0.0066,,Hyblaea,0.0021,,Hyblaea puera,0.0021
JIAAL193-16,Insecta,Insecta,1.0000,Hemiptera,Hemiptera,1.0000,Cicadellidae,Cicadellidae,0.9999,Xestocephalus,Xestocephalus,0.0240,,Xestocephalus fulvocapitatus,0.0110
JIAAO074-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Psychodidae,Psychodidae,0.9999,,Psychoda,0.9999,,Psychoda alternata,0.0030
JICAK051-16,Insecta,Insecta,1.0000,Diptera,Coleoptera,0.0282,Psychodidae,Coccinellidae,0.0282,,Psyllobora,0.0282,,Telenomus goniopis,0.0072
JICAU095-16,Insecta,Insecta,1.0000,Hymenoptera,Hymenoptera,1.0000,Formicidae,Formicidae,1.0000,Technomyrmex,Technomyrmex,0.0081,,Technomyrmex albipes,0.0081
JIAAE004-16,Insecta,Insecta,1.0000,Blattodea,Blattodea,1.0000,Blattidae,Blattidae,0.9996,blattidJanzen01,blattidJanzen01,0.9960,blattidJanzen01 Janzen01,blattidJanzen01 Janzen01,0.9960
JIAAL056-16,Insecta,Insecta,1.0000,Coleoptera,Coleoptera,1.0000,Chrysomelidae,Ptinidae,0.0012,,Epuraea,0.0009,,Epuraea terminalis,0.0009
JIAAL189-16,Insecta,Insecta,1.0000,Psocodea,Psocodea,1.0000,Caeciliusidae,Caeciliusidae,0.1159,,Valenzuela,0.1159,,Valenzuela piceus,0.0237
JIABB054-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Cecidomyiidae,Cecidomyiidae,1.0000,,Pitydiplosis,0.0016,,Pitydiplosis puerariae,0.0016
JICAJ232-16,Insecta,Insecta,1.0000,Coleoptera,Coleoptera,1.0000,Chrysomelidae,Ptinidae,0.0012,,Epuraea,0.0009,,Epuraea terminalis,0.0009
JICAY171-16,Insecta,Insecta,1.0000,Hemiptera,Hemiptera,1.0000,Cicadellidae,Cicadellidae,0.9998,Xestocephalus,Xestocephalus,0.0277,,Xestocephalus fulvocapitatus,0.0110
JIAAI187-16,Insecta,Arachnida,1.0000,,Schizomida,0.0066,,Hubbardiidae,0.0066,,Paradraculoides,0.0066,,Paradraculoides kryptus,0.0066
JIABE111-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Cecidomyiidae,Cecidomyiidae,1.0000,,Bryomyia,0.0140,,Asteralobia soyogo,0.0007
JIABF215-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Chironomidae,Chironomidae,0.9710,,Metriocnemus,0.0036,,Metriocnemus sp. 7ES,0.0036
JIABG175-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Sciaridae,Sciaridae,1.0000,,Scatopsciara,0.4465,,Delia platura,0.0093
JICAP009-16,Insecta,Insecta,1.0000,Coleoptera,Coleoptera,1.0000,Tenebrionidae,Elateridae,0.5709,,Limonius,0.0197,,Limonius aeger,0.0197
JICAZ178-16,Insecta,Insecta,1.0000,Hymenoptera,Hymenoptera,1.0000,Formicidae,Formicidae,1.0000,,Odontomachus,0.0084,,Melissotarsus insularis,0.0021
JIAAL015-16,Insecta,Insecta,1.0000,Coleoptera,Coleoptera,1.0000,Tenebrionidae,Elateridae,0.2782,,Limonius,0.0148,,Limonius aeger,0.0148
JIABD115-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Cecidomyiidae,Cecidomyiidae,1.0000,,Pitydiplosis,0.0090,,Pitydiplosis puerariae,0.0089
JICAW097-16,Insecta,Insecta,1.0000,Hymenoptera,Hymenoptera,1.0000,Formicidae,Formicidae,1.0000,Pseudomyrmex,Pseudomyrmex,1.0000,Pseudomyrmex oculatus,Pseudomyrmex oculatus,1.0000
JIAAK033-16,Insecta,Insecta,1.0000,Coleoptera,Coleoptera,1.0000,Staphylinidae,Staphylinidae,0.0319,,Amara,0.0015,,Amara lunicollis,0.0015
JIAAL116-16,Insecta,Insecta,1.0000,Lepidoptera,Lepidoptera,1.0000,Blastobasidae,Blastobasidae,1.0000,blastoBioLep01,blastoBioLep01,1.0000,blastoBioLep01 BioLep5854,blastoBioLep01 BioLep5854,0.9965
JIAAL131-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Chironomidae,Chironomidae,1.0000,,Limnophyes,0.0031,,Heterotrissocladius oliveri,0.0010
JIAAX119-16,Insecta,Insecta,1.0000,Blattodea,Blattodea,0.9999,Ectobiidae,Ectobiidae,0.1330,,Balta,0.1330,,Balta notulata,0.1330
JIAAZ165-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Cecidomyiidae,Cecidomyiidae,1.0000,,Lestodiplosis,0.5305,,Lestodiplosis sp. 1 NPH-2020,0.5305
JIABB055-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Sciaridae,Sciaridae,1.0000,,Prosciara,0.0546,,Prosciara prosciaroides,0.0546
JICAM069-16,Insecta,Insecta,1.0000,Hymenoptera,Hymenoptera,1.0000,Formicidae,Formicidae,1.0000,Cephalotes,Cephalotes,0.0883,,Cephalotes MAS003,0.0527
JICAP017-16,Insecta,Insecta,1.0000,Hymenoptera,Hymenoptera,1.0000,Formicidae,Formicidae,1.0000,Camponotus,Camponotus,1.0000,Camponotus integellus,Camponotus integellus,0.9992
JICAZ061-16,Insecta,Insecta,1.0000,Hymenoptera,Hymenoptera,1.0000,Formicidae,Formicidae,1.0000,Pseudomyrmex,Pseudomyrmex,1.0000,Pseudomyrmex oculatus,Pseudomyrmex oculatus,1.0000
JIAAI122-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Cecidomyiidae,Cecidomyiidae,1.0000,,Cystiphora,0.0170,,Cystiphora taraxaci,0.0170
JIAAK250-16,Insecta,Insecta,1.0000,Hymenoptera,Hymenoptera,1.0000,Formicidae,Formicidae,1.0000,Cephalotes,Myrmica,0.0088,,Myrmica detritinodis,0.0088
JIAAO124-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Chironomidae,Chironomidae,1.0000,,Heterotrissocladius,0.0029,,Heterotrissocladius oliveri,0.0023
JIABB146-16,Insecta,Insecta,1.0000,Coleoptera,Coleoptera,1.0000,Staphylinidae,Staphylinidae,0.0319,,Amara,0.0015,,Amara lunicollis,0.0015
JIABC107-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Sciaridae,Sciaridae,1.0000,,Corynoptera,0.0228,,Dichopygina duplicis,0.0097
JIABG103-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Ceratopogonidae,Ceratopogonidae,1.0000,,Atrichopogon,0.0008,,Atrichopogon brunnipes,0.0006
JIAAE094-16,Insecta,Insecta,1.0000,Lepidoptera,Lepidoptera,1.0000,Tineidae,Carnidae,0.0016,,Meoneura,0.0016,,Meoneura palaestinensis,0.0016
JIABD148-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Mycetophilidae,Mycetophilidae,0.9700,,Leia,0.3152,,Leia winthemi,0.3152
JIABD250-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Psychodidae,Psychodidae,0.8721,,Psychoda,0.8721,,Simulium triplex,0.0016
JIABE135-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Cecidomyiidae,Cecidomyiidae,0.9761,,Lestodiplosis,0.0033,,Lestodiplosis sp. 1 NPH-2020,0.0033
JIABG465-16,Insecta,Insecta,1.0000,Lepidoptera,Lepidoptera,1.0000,Tineidae,Tineidae,1.0000,tinBioLep01,tinBioLep01,1.0000,tinBioLep01 BioLep8630,tinBioLep01 BioLep8630,0.9832
JIAAC008-16,Insecta,Insecta,1.0000,Coleoptera,Coleoptera,1.0000,Eucnemidae,Cecidomyiidae,0.0127,,Bactrocera,0.0054,,Bactrocera frauenfeldi,0.0054
JIAAW077-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Sciaridae,Sciaridae,1.0000,Pseudolycoriella,Pseudolycoriella,0.8893,,Pseudolycoriella subbruckii,0.8893
JIAAH031-16,Insecta,Insecta,1.0000,Hymenoptera,Hymenoptera,0.9821,,Halictidae,0.0057,,Homalictus,0.0057,,Leptocera erythrocera,0.0015
JIAAJ179-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Cecidomyiidae,Cecidomyiidae,1.0000,,Asteromyia,0.0463,,Asteromyia carbonifera,0.0463
JIAAL049-16,Insecta,Insecta,1.0000,Coleoptera,Coleoptera,1.0000,Cleridae,Cleridae,0.8985,,Psylliodes,0.0019,,Thanasimus dubius,0.0009
JIABB019-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Sciaridae,Sciaridae,1.0000,Pseudolycoriella,Pseudolycoriella,0.8931,,Pseudolycoriella subbruckii,0.8931
JIABE083-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Sciaridae,Sciaridae,1.0000,,Dolichosciara,0.9365,,Dolichosciara flavipes,0.9365
JICAJ072-16,Insecta,Insecta,1.0000,Lepidoptera,Lepidoptera,1.0000,Gelechiidae,Gelechiidae,1.0000,gelMalaise01,gelMalaise01,1.0000,gelMalaise01 Malaise9195,gelMalaise01 Malaise9195,0.9999
JICAS002-16,Insecta,Insecta,1.0000,Coleoptera,Coleoptera,1.0000,Eucnemidae,Mordellidae,0.0062,,Mordellina,0.0062,,Mordellina pustulata,0.0062
JICAS015-16,Insecta,Insecta,1.0000,Hemiptera,Hemiptera,1.0000,Scutelleridae,Scutelleridae,1.0000,Augocoris,Augocoris,0.9993,Augocoris gomesii,Augocoris gomesii,0.9993
JICAU093-16,Insecta,Insecta,1.0000,Hymenoptera,Hymenoptera,1.0000,Formicidae,Formicidae,1.0000,Procryptocerus,Procryptocerus,0.9999,Procryptocerus scabriusculus,Procryptocerus scabriusculus,0.9999
JIAAQ014-16,Insecta,Insecta,1.0000,Hymenoptera,Hymenoptera,1.0000,Formicidae,Formicidae,1.0000,Procryptocerus,Procryptocerus,0.9999,Procryptocerus scabriusculus,Procryptocerus scabriusculus,0.9999
JICAV124-16,Insecta,Insecta,1.0000,Hemiptera,Hemiptera,1.0000,Scutelleridae,Scutelleridae,1.0000,Augocoris,Augocoris,0.9990,Augocoris gomesii,Augocoris gomesii,0.9990
JICAY216-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Cecidomyiidae,Cecidomyiidae,1.0000,,Cystiphora,0.0321,,Cystiphora taraxaci,0.0320
JIAAA056-16,Insecta,Insecta,1.0000,Coleoptera,Coleoptera,1.0000,Scraptiidae,Formicidae,0.0015,,Pheidole,0.0015,,Pheidole megacephala,0.0015
JIAAK074-16,Insecta,Insecta,1.0000,Lepidoptera,Lepidoptera,1.0000,Autostichidae,Autostichidae,0.9995,Taygete,Taygete,0.9995,Taygete MalaiseMetz8205,Taygete MalaiseMetz8205,0.9995
JIABB059-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Sciaridae,Sciaridae,1.0000,,Prosciara,0.0546,,Prosciara prosciaroides,0.0546
JICAJ037-16,Insecta,Insecta,1.0000,Coleoptera,Coleoptera,1.0000,,Elmidae,0.3446,,Optioservus,0.0731,,Optioservus divergens,0.0731
JICAS065-16,Insecta,Insecta,1.0000,Hymenoptera,Hymenoptera,1.0000,Formicidae,Formicidae,1.0000,Pseudomyrmex,Pseudomyrmex,1.0000,Pseudomyrmex oculatus,Pseudomyrmex oculatus,0.9999
JIABA122-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Sciaridae,Sciaridae,1.0000,,Bradysia,0.3146,,Bradysia difformis,0.0026
JICAJ217-16,Insecta,Insecta,1.0000,Hymenoptera,Hymenoptera,1.0000,Formicidae,Formicidae,1.0000,Technomyrmex,Technomyrmex,0.0081,,Technomyrmex albipes,0.0081
JICAP097-16,Insecta,Insecta,1.0000,Coleoptera,Coleoptera,1.0000,Brentidae,Chironomidae,0.0207,,Cladotanytarsus,0.0207,,Caenocara scymnoides,0.0085
