,class_label,class_pred,class_score,order_label,order_pred,order_score,family_label,family_pred,family_score,genus_label,genus_pred,genus_score,species_label,species_pred,species_score
JICAS019-16,Insecta,Insecta,1.0,Coleoptera,Coleoptera,0.81,Elateridae,Elateridae,0.68,,Homotechnes,0.44,,Homotechnes motschulskyi,0.44
JICAT034-16,Insecta,Insecta,0.93,Coleoptera,Coleoptera,0.75,Curculionidae,Curculionidae,0.75,,Trigonopterus,0.69,,Trigonopterus sp.,0.69
JICAT054-16,Insecta,Insecta,0.95,Diptera,Diptera,0.86,Cecidomyiidae,Cecidomyiidae,0.86,,Asteromyia,0.79,,Asteromyia carbonifera,0.74
JICAV058-16,Insecta,Insecta,0.77,Coleoptera,Coleoptera,0.38,Scraptiidae,Curculionidae,0.18,,Trigonopterus,0.18,,Trigonopterus sp.,0.18
JICAV147-16,Insecta,Insecta,0.99,Hemiptera,Hemiptera,0.84,,Pseudococcidae,0.33,,Dysmicoccus,0.24,,Dysmicoccus brevipes,0.24
JICAW002-16,Insecta,Insecta,1.0,Lepidoptera,Lepidoptera,1.0,Erebidae,Erebidae,1.0,erebidBioLep01,erebidBioLep01,1.0,erebidBioLep01 BioLep437,erebidBioLep01 BioLep437,1.0
JICAX024-16,Insecta,Insecta,1.0,Hemiptera,Hemiptera,1.0,Scutelleridae,Scutelleridae,1.0,Augocoris,Augocoris,1.0,Augocoris gomesii,Augocoris gomesii,1.0
JICAX191-16,Insecta,Insecta,1.0,Diptera,Diptera,0.88,Cecidomyiidae,Cecidomyiidae,0.87,,Lestodiplosis,0.37,,Lestodiplosis juniperina,0.36
JICAX201-16,Insecta,Malacostraca,0.34,Psocodea,Isopoda,0.23,Caeciliusidae,Stenasellidae,0.23,,Stenasellus,0.23,,Stenasellus virei,0.23
JICAX212-16,Insecta,Insecta,0.88,Hemiptera,Hemiptera,0.77,Acanaloniidae,Delphacidae,0.68,,Ugyops,0.68,,Ugyops sp.,0.68
JICAZ105-16,Insecta,Chilopoda,0.81,Hemiptera,Scolopendromorpha,0.8,Cicadellidae,Scolopendridae,0.8,Xestocephalus,Scolopendra,0.8,,Scolopendra subspinipes,0.8
JICAZ115-16,Insecta,Chilopoda,0.83,Hemiptera,Scolopendromorpha,0.82,Cicadellidae,Scolopendridae,0.82,Xestocephalus,Scolopendra,0.82,,Scolopendra subspinipes,0.82
JICAZ255-16,Insecta,Insecta,1.0,Lepidoptera,Lepidoptera,0.98,Bucculatricidae,Apatelodidae,0.77,Bucculatrix,Apatelodes,0.77,,Apatelodes sp.,0.77
JICAZ276-16,Insecta,Insecta,0.99,Diptera,Diptera,0.79,Cecidomyiidae,Cecidomyiidae,0.79,,Asteromyia,0.39,,Asteromyia carbonifera,0.36
JICAZ278-16,Insecta,Insecta,1.0,Diptera,Diptera,1.0,Agromyzidae,Syrphidae,0.69,Melanagromyza,Copestylum,0.69,,Copestylum sp.,0.69
JIAAA127-16,Insecta,Chilopoda,0.81,Hemiptera,Scolopendromorpha,0.8,Cicadellidae,Scolopendridae,0.8,Xestocephalus,Scolopendra,0.8,,Scolopendra subspinipes,0.8
JIAAA143-16,Insecta,Chilopoda,0.8,Hemiptera,Scolopendromorpha,0.8,Cicadellidae,Scolopendridae,0.8,Xestocephalus,Scolopendra,0.8,,Scolopendra subspinipes,0.8
JIAAA157-16,Insecta,Chilopoda,0.8,Hemiptera,Scolopendromorpha,0.8,Cicadellidae,Scolopendridae,0.8,Xestocephalus,Scolopendra,0.8,,Scolopendra subspinipes,0.8
JIAAA175-16,Insecta,Chilopoda,0.79,Hemiptera,Scolopendromorpha,0.77,Cicadellidae,Scolopendridae,0.77,Xestocephalus,Scolopendra,0.77,,Scolopendra subspinipes,0.77
JIAAC140-16,Insecta,Insecta,1.0,Diptera,Diptera,0.89,Cecidomyiidae,Cecidomyiidae,0.88,,Asteromyia,0.78,,Asteromyia modesta,0.44
JIAAC159-16,Insecta,Insecta,0.99,Hemiptera,Hemiptera,0.86,,Pseudococcidae,0.36,,Dysmicoccus,0.26,,Dysmicoccus brevipes,0.26
JIAAG171-16,Insecta,Insecta,0.98,Diptera,Diptera,0.98,Stratiomyidae,Limoniidae,0.71,,Dicranomyia,0.7,,Dicranomyia sp.,0.7
JIAAI014-16,Insecta,Insecta,0.92,Coleoptera,Coleoptera,0.81,Tenebrionidae,Curculionidae,0.79,,Trigonopterus,0.79,,Trigonopterus sp.,0.79
JIAAI029-16,Insecta,Insecta,0.86,Coleoptera,Coleoptera,0.45,Chrysomelidae,Curculionidae,0.32,,Trigonopterus,0.32,,Trigonopterus sp.,0.32
JIAAI056-16,Insecta,Chilopoda,0.66,Hemiptera,Scolopendromorpha,0.66,Cicadellidae,Scolopendridae,0.66,Xestocephalus,Scolopendra,0.66,,Scolopendra subspinipes,0.66
JIAAJ188-16,Insecta,Insecta,0.99,Diptera,Diptera,0.93,Chironomidae,Limoniidae,0.68,,Dicranomyia,0.68,,Dicranomyia sp.,0.68
JIAAK036-16,Insecta,Insecta,0.7,Coleoptera,Coleoptera,0.34,,Curculionidae,0.23,,Trigonopterus,0.23,,Trigonopterus sp.,0.23
JIAAK227-16,Insecta,Insecta,1.0,Diptera,Diptera,0.99,Chironomidae,Limoniidae,0.8,,Dicranomyia,0.8,,Dicranomyia sp.,0.8
JIAAK281-16,Insecta,Arachnida,0.3,Hemiptera,Araneae,0.29,Aleyrodidae,Barychelidae,0.22,,Synothele,0.22,,Synothele sp.,0.22
JIAAK284-16,Insecta,Chilopoda,0.21,Psocodea,Scolopendromorpha,0.21,Caeciliusidae,Scolopendridae,0.21,,Scolopendra,0.21,,Scolopendra subspinipes,0.21
JIAAL154-16,Insecta,Insecta,0.96,Diptera,Diptera,0.6,Cecidomyiidae,Limoniidae,0.22,,Dicranomyia,0.22,,Dicranomyia sp.,0.22
JIAAL212-16,Insecta,Insecta,0.87,Hemiptera,Hemiptera,0.8,Cicadellidae,Cicadellidae,0.8,Osbornellus,Hishimonus,0.55,,Hishimonus phycitis,0.55
JIAAL226-16,Insecta,Malacostraca,0.4,,Isopoda,0.37,,Ligiidae,0.27,,Ligia,0.27,,Ligia occidentalis,0.27
JIAAO118-16,Insecta,Insecta,0.99,Diptera,Diptera,0.92,Chironomidae,Limoniidae,0.63,,Dicranomyia,0.63,,Dicranomyia sp.,0.63
JIAAO120-16,Insecta,Insecta,0.99,Diptera,Diptera,0.92,Chironomidae,Limoniidae,0.63,,Dicranomyia,0.63,,Dicranomyia sp.,0.63
JIAAO136-16,Insecta,Insecta,0.73,Coleoptera,Coleoptera,0.67,Cleridae,Cleridae,0.38,,Isohydnocera,0.32,,Isohydnocera curtipennis,0.32
JIAAR044-16,Insecta,Insecta,1.0,Diptera,Diptera,0.97,Chironomidae,Limoniidae,0.66,,Dicranomyia,0.66,,Dicranomyia sp.,0.66
JIAAR061-16,Insecta,Insecta,0.9,Hymenoptera,Hymenoptera,0.72,Platygastridae,Formicidae,0.37,,Tetramorium,0.28,,Tetramorium sp.,0.28
JIAAS010-16,Insecta,Insecta,1.0,Hymenoptera,Hymenoptera,1.0,Formicidae,Formicidae,1.0,Procryptocerus,Procryptocerus,1.0,Procryptocerus scabriusculus,Procryptocerus scabriusculus,1.0
JIAAT097-16,Insecta,Insecta,1.0,Psocodea,Psocodea,1.0,Pseudocaeciliidae,Pseudocaeciliidae,1.0,Pseudocaecilius,Pseudocaecilius,1.0,Pseudocaecilius citricola,Pseudocaecilius citricola,1.0
JIAAW083-16,Insecta,Insecta,0.99,Diptera,Diptera,0.97,Mycetophilidae,Limoniidae,0.71,,Dicranomyia,0.71,,Dicranomyia sp.,0.71
JIAAZ030-16,Insecta,Insecta,0.4,,Coleoptera,0.29,,Curculionidae,0.26,,Trigonopterus,0.26,,Trigonopterus sp.,0.26
JIAAZ070-16,Insecta,Insecta,1.0,Hymenoptera,Hymenoptera,1.0,Formicidae,Formicidae,1.0,Eciton,Eciton,1.0,Eciton burchellii,Eciton burchellii,1.0
JIABB070-16,Insecta,Insecta,1.0,Diptera,Diptera,0.89,Sciaridae,Sciaridae,0.76,Pseudolycoriella,Pseudolycoriella,0.5,,Pseudolycoriella subbruckii,0.5
JIABB200-16,Insecta,Insecta,0.92,Hemiptera,Hemiptera,0.87,Flatidae,Delphacidae,0.69,,Ugyops,0.69,,Ugyops sp.,0.69
JIABC134-16,Insecta,Insecta,1.0,Diptera,Diptera,1.0,Sciaridae,Sciaridae,1.0,,Dolichosciara,1.0,,Dolichosciara flavipes,1.0
JIABC222-16,Insecta,Insecta,1.0,Hymenoptera,Hymenoptera,1.0,Formicidae,Formicidae,1.0,Pseudomyrmex,Pseudomyrmex,1.0,Pseudomyrmex oculatus,Pseudomyrmex oculatus,1.0
JIABD216-16,Insecta,Insecta,0.99,Diptera,Diptera,0.97,Chironomidae,Limoniidae,0.24,,Dicranomyia,0.24,,Dicranomyia sp.,0.24
JIABE017-16,Insecta,Chilopoda,0.6,Hemiptera,Scolopendromorpha,0.6,Cixiidae,Scolopendridae,0.6,,Scolopendra,0.6,,Scolopendra subspinipes,0.6
JIABF024-16,Insecta,Insecta,1.0,Diptera,Diptera,0.98,Cecidomyiidae,Cecidomyiidae,0.98,,Asteromyia,0.59,,Asteromyia carbonifera,0.28
JIABF035-16,Insecta,Insecta,0.81,Diptera,Diptera,0.63,Sciaridae,Sciaridae,0.55,,Corynoptera,0.5,,Corynoptera piniphila,0.42
JIABF260-16,Insecta,Insecta,1.0,Diptera,Diptera,0.94,Cecidomyiidae,Cecidomyiidae,0.94,,Lestodiplosis,0.45,,Lestodiplosis juniperina,0.43
JIABF320-16,Insecta,Insecta,1.0,Diptera,Diptera,1.0,Drosophilidae,Limoniidae,0.4,,Dicranomyia,0.4,,Dicranomyia sp.,0.4
JIABF364-16,Insecta,Insecta,1.0,Hymenoptera,Hymenoptera,1.0,Formicidae,Formicidae,1.0,,Pheidole,0.99,,Pheidole fallax,0.99
JIABG169-16,Insecta,Insecta,0.77,Diptera,Diptera,0.54,Sciaridae,Sciaridae,0.5,,Corynoptera,0.47,,Corynoptera piniphila,0.39
JIABG249-16,Insecta,Insecta,1.0,Diptera,Diptera,0.9,Sciaridae,Sciaridae,0.75,Pseudolycoriella,Pseudolycoriella,0.61,,Pseudolycoriella subbruckii,0.61
JIABG304-16,Insecta,Insecta,0.99,Diptera,Diptera,0.95,Sciaridae,Sciaridae,0.75,,Bradysia,0.39,,Bradysia tilicola,0.35
JIABG418-16,Insecta,Insecta,0.94,Diptera,Diptera,0.64,Cecidomyiidae,Cecidomyiidae,0.5,,Camptomyia,0.5,,Camptomyia corticalis,0.5
JICAH090-16,Insecta,Insecta,0.98,Diptera,Diptera,0.8,Psychodidae,Limoniidae,0.36,,Dicranomyia,0.36,,Dicranomyia sp.,0.36
JICAI015-16,Insecta,Insecta,1.0,Diptera,Diptera,0.99,Limoniidae,Limoniidae,0.82,,Dicranomyia,0.82,,Dicranomyia sp.,0.82
JICAJ143-16,Insecta,Insecta,0.99,Diptera,Diptera,0.84,Sciaridae,Sciaridae,0.73,Pseudolycoriella,Pseudolycoriella,0.58,,Pseudolycoriella subbruckii,0.58
JICAJ215-16,Insecta,Insecta,1.0,Hymenoptera,Hymenoptera,1.0,Formicidae,Formicidae,1.0,Pseudomyrmex,Pseudomyrmex,1.0,Pseudomyrmex oculatus,Pseudomyrmex oculatus,1.0
JICAL090-16,Insecta,Insecta,1.0,Hymenoptera,Hymenoptera,1.0,Formicidae,Formicidae,1.0,Pseudomyrmex,Pseudomyrmex,1.0,Pseudomyrmex oculatus,Pseudomyrmex oculatus,1.0
JICAN036-16,Insecta,Insecta,0.82,Diptera,Hymenoptera,0.5,Psychodidae,Vespidae,0.35,,Ropalidia,0.35,,Ropalidia sp.,0.35
JICAN058-16,Insecta,Insecta,0.8,Coleoptera,Diptera,0.34,Mordellidae,Limoniidae,0.21,,Dicranomyia,0.21,,Dicranomyia sp.,0.21
JICAO037-16,Insecta,Insecta,0.98,Coleoptera,Coleoptera,0.86,Elateridae,Elateridae,0.73,,Homotechnes,0.55,,Homotechnes motschulskyi,0.55
JICAO068-16,Insecta,Insecta,0.83,Blattodea,Diptera,0.72,Ectobiidae,Limoniidae,0.59,,Dicranomyia,0.59,,Dicranomyia sp.,0.59
JICAQ027-16,Insecta,Insecta,0.9,Coleoptera,Lepidoptera,0.25,Chrysomelidae,Apatelodidae,0.21,,Apatelodes,0.21,,Apatelodes sp.,0.21
JICAQ068-16,Insecta,Insecta,0.98,Diptera,Diptera,0.68,Cecidomyiidae,Cecidomyiidae,0.68,,Asteromyia,0.65,,Asteromyia carbonifera,0.57
JICAU101-16,Insecta,Insecta,1.0,Hymenoptera,Hymenoptera,1.0,Formicidae,Formicidae,1.0,Camponotus,Camponotus,1.0,Camponotus linnaei,Camponotus linnaei,1.0
JICAV020-16,Insecta,Insecta,0.79,Coleoptera,Coleoptera,0.53,Scraptiidae,Curculionidae,0.22,,Trigonopterus,0.22,,Trigonopterus sp.,0.22
JICAW062-16,Insecta,Chilopoda,0.81,Hemiptera,Scolopendromorpha,0.81,Cicadellidae,Scolopendridae,0.81,Xestocephalus,Scolopendra,0.81,,Scolopendra subspinipes,0.81
JICAX070-16,Insecta,Insecta,1.0,Lepidoptera,Lepidoptera,0.99,Tineidae,Dryadaulidae,0.83,,Dryadaula,0.83,,Dryadaula visaliella,0.83
JICAX178-16,Insecta,Insecta,1.0,Hymenoptera,Hymenoptera,0.9,Mymaridae,Formicidae,0.33,,Tetramorium,0.32,,Tetramorium sp.,0.32
JICAY111-16,Insecta,Insecta,1.0,Hymenoptera,Hymenoptera,1.0,Formicidae,Formicidae,1.0,Azteca,Azteca,1.0,Azteca instabilis,Azteca instabilis,1.0
JICAZ006-16,Insecta,Insecta,1.0,Hymenoptera,Hymenoptera,1.0,Formicidae,Formicidae,1.0,Cephalotes,Cephalotes,1.0,Cephalotes basalis,Cephalotes basalis,1.0
JICAZ016-16,Insecta,Insecta,0.98,Coleoptera,Coleoptera,0.96,Curculionidae,Curculionidae,0.96,,Trigonopterus,0.96,,Trigonopterus sp.,0.96
JICAZ102-16,Insecta,Chilopoda,0.82,Hemiptera,Scolopendromorpha,0.81,Cicadellidae,Scolopendridae,0.81,Xestocephalus,Scolopendra,0.81,,Scolopendra subspinipes,0.81
JICAZ160-16,Insecta,Chilopoda,0.87,Hemiptera,Scolopendromorpha,0.87,Cicadellidae,Scolopendridae,0.87,Xestocephalus,Scolopendra,0.87,,Scolopendra subspinipes,0.87
JIAAA118-16,Insecta,Chilopoda,0.92,Hemiptera,Scolopendromorpha,0.92,Cicadellidae,Scolopendridae,0.92,Xestocephalus,Scolopendra,0.92,,Scolopendra subspinipes,0.92
JIAAA140-16,Insecta,Chilopoda,0.84,Hemiptera,Scolopendromorpha,0.84,Cicadellidae,Scolopendridae,0.84,Xestocephalus,Scolopendra,0.84,,Scolopendra subspinipes,0.84
JIAAA149-16,Insecta,Chilopoda,0.83,Hemiptera,Scolopendromorpha,0.83,Cicadellidae,Scolopendridae,0.83,Xestocephalus,Scolopendra,0.83,,Scolopendra subspinipes,0.83
JIAAA261-16,Insecta,Insecta,1.0,Diptera,Diptera,0.93,Cecidomyiidae,Cecidomyiidae,0.93,,Asteromyia,0.77,,Asteromyia modesta,0.4
JIAAB065-16,Insecta,Insecta,1.0,Hymenoptera,Hymenoptera,1.0,Formicidae,Formicidae,1.0,Pseudomyrmex,Pseudomyrmex,1.0,Pseudomyrmex oculatus,Pseudomyrmex oculatus,1.0
JIAAC058-16,Insecta,Insecta,1.0,Hymenoptera,Hymenoptera,1.0,Formicidae,Formicidae,1.0,Crematogaster,Crematogaster,1.0,Crematogaster sumichrasti,Crematogaster sumichrasti,1.0
JIAAE016-16,Insecta,Insecta,1.0,Lepidoptera,Lepidoptera,1.0,Geometridae,Apatelodidae,0.55,Nephodia,Apatelodes,0.55,,Apatelodes sp.,0.55
JIAAE028-16,Insecta,Insecta,0.5,Coleoptera,Coleoptera,0.43,Eucnemidae,Curculionidae,0.38,,Trigonopterus,0.38,,Trigonopterus sp.,0.38
JIAAG205-16,Insecta,Insecta,0.97,Thysanoptera,Thysanoptera,0.84,Thripidae,Thripidae,0.84,Frankliniella,Chirothrips,0.35,,Chirothrips manicatus,0.35
JIAAI152-16,Insecta,Insecta,1.0,Diptera,Diptera,0.83,Cecidomyiidae,Cecidomyiidae,0.81,,Asteromyia,0.67,,Asteromyia carbonifera,0.4
JIAAJ049-16,Insecta,Insecta,0.72,Coleoptera,Coleoptera,0.66,Curculionidae,Curculionidae,0.66,,Trigonopterus,0.66,,Trigonopterus sp.,0.66
JIAAJ051-16,Insecta,Insecta,0.85,Coleoptera,Coleoptera,0.81,Mordellidae,Curculionidae,0.77,,Trigonopterus,0.77,,Trigonopterus sp.,0.77
JIAAJ278-16,Insecta,Chilopoda,0.79,Hemiptera,Scolopendromorpha,0.79,Cicadellidae,Scolopendridae,0.79,Xestocephalus,Scolopendra,0.79,,Scolopendra subspinipes,0.79
JIAAK132-16,Insecta,Insecta,1.0,Diptera,Diptera,0.79,Cecidomyiidae,Cecidomyiidae,0.78,,Asteromyia,0.57,,Asteromyia carbonifera,0.42
JIAAK210-16,Insecta,Insecta,1.0,Diptera,Diptera,0.98,Chironomidae,Limoniidae,0.58,,Dicranomyia,0.58,,Dicranomyia sp.,0.58
JIAAM110-16,Insecta,Insecta,1.0,Hymenoptera,Hymenoptera,1.0,Formicidae,Formicidae,1.0,Myrmelachista,Myrmelachista,1.0,Myrmelachista MAS001,Myrmelachista MAS001,1.0
JIAAN042-16,Insecta,Malacostraca,0.46,,Isopoda,0.42,,Ligiidae,0.26,,Ligia,0.26,,Ligia occidentalis,0.26
JIAAO079-16,Insecta,Insecta,0.94,Diptera,Diptera,0.87,Sciaridae,Sciaridae,0.78,,Corynoptera,0.37,,Corynoptera tridentata,0.28
JIAAO135-16,Insecta,Insecta,0.85,Coleoptera,Diptera,0.36,Cleridae,Limoniidae,0.33,,Dicranomyia,0.32,,Dicranomyia sp.,0.32
JIAAQ020-16,Insecta,Insecta,1.0,Hymenoptera,Hymenoptera,1.0,Formicidae,Formicidae,1.0,,Pheidole,0.99,,Pheidole sp.,0.99
JIAAR165-16,Insecta,Insecta,1.0,Hymenoptera,Hymenoptera,1.0,Formicidae,Formicidae,1.0,Labidus,Tetramorium,0.93,,Tetramorium sp.,0.93
JIAAU004-16,Insecta,Insecta,0.74,Coleoptera,Coleoptera,0.61,Lampyridae,Curculionidae,0.36,,Trigonopterus,0.36,,Trigonopterus sp.,0.36
JIAAU009-16,Insecta,Collembola,0.48,,Entomobryomorpha,0.48,,Isotomidae,0.27,,Folsomia,0.26,,Folsomia quadrioculata,0.26
JIAAY063-16,Insecta,Insecta,1.0,Diptera,Diptera,0.94,Chironomidae,Limoniidae,0.83,,Dicranomyia,0.83,,Dicranomyia sp.,0.83
JIAAZ160-16,Insecta,Insecta,1.0,Diptera,Diptera,0.94,Sciaridae,Sciaridae,0.83,Pseudolycoriella,Pseudolycoriella,0.65,,Pseudolycoriella subbruckii,0.65
JIAAZ217-16,Insecta,Insecta,1.0,Lepidoptera,Lepidoptera,1.0,Gelechiidae,Gelechiidae,1.0,gelMalaise01,gelMalaise01,1.0,gelMalaise01 Malaise9194,gelMalaise01 Malaise9194,1.0
JIABB063-16,Insecta,Insecta,1.0,Diptera,Diptera,1.0,Chironomidae,Limoniidae,0.69,,Dicranomyia,0.69,,Dicranomyia sp.,0.69
JIABC021-16,Insecta,Insecta,0.85,Coleoptera,Coleoptera,0.44,,Curculionidae,0.2,,Trigonopterus,0.2,,Trigonopterus sp.,0.2
JIABC069-16,Insecta,Insecta,1.0,Diptera,Diptera,0.98,Chironomidae,Limoniidae,0.79,,Dicranomyia,0.79,,Dicranomyia sp.,0.79
JIABC088-16,Insecta,Insecta,1.0,Diptera,Diptera,1.0,Sphaeroceridae,Syrphidae,0.86,,Copestylum,0.86,,Copestylum sp.,0.86
JIABD264-16,Insecta,Insecta,0.99,Diptera,Diptera,0.96,Ceratopogonidae,Limoniidae,0.63,,Dicranomyia,0.63,,Dicranomyia sp.,0.63
JIABE125-16,Insecta,Insecta,1.0,Diptera,Diptera,0.99,Chironomidae,Syrphidae,0.4,,Copestylum,0.4,,Copestylum sp.,0.4
JIABE215-16,Insecta,Insecta,1.0,Diptera,Diptera,0.94,Sciaridae,Sciaridae,0.79,Pseudolycoriella,Pseudolycoriella,0.49,,Pseudolycoriella subbruckii,0.49
JIABF102-16,Insecta,Insecta,0.99,Coleoptera,Diptera,0.83,Cleridae,Limoniidae,0.81,,Dicranomyia,0.81,,Dicranomyia sp.,0.81
JIABF125-16,Insecta,Insecta,0.54,Diptera,Coleoptera,0.37,Sciaridae,Curculionidae,0.36,,Trigonopterus,0.36,,Trigonopterus sp.,0.36
JIABF179-16,Insecta,Insecta,0.99,Diptera,Diptera,0.88,Sciaridae,Sciaridae,0.78,Pseudolycoriella,Pseudolycoriella,0.61,,Pseudolycoriella subbruckii,0.61
JIABF214-16,Insecta,Insecta,0.99,Diptera,Diptera,0.98,Sciaridae,Sciaridae,0.82,,Corynoptera,0.37,,Corynoptera tridentata,0.34
JIABG141-16,Insecta,Insecta,0.71,Diptera,Diptera,0.57,Sciaridae,Sciaridae,0.53,,Corynoptera,0.47,,Corynoptera piniphila,0.41
JIABG167-16,Insecta,Insecta,1.0,Diptera,Diptera,0.92,Sciaridae,Sciaridae,0.78,Pseudolycoriella,Pseudolycoriella,0.63,,Pseudolycoriella subbruckii,0.63
JIABG290-16,Insecta,Insecta,0.94,Diptera,Diptera,0.81,Ceratopogonidae,Limoniidae,0.78,,Dicranomyia,0.78,,Dicranomyia sp.,0.78
JICAI028-16,Insecta,Insecta,1.0,Lepidoptera,Lepidoptera,0.97,Oecophoridae,Apatelodidae,0.44,,Apatelodes,0.44,,Apatelodes sp.,0.44
JICAI119-16,Insecta,Insecta,0.84,Blattodea,Diptera,0.71,Ectobiidae,Limoniidae,0.61,,Dicranomyia,0.61,,Dicranomyia sp.,0.61
JICAK059-16,Insecta,Insecta,1.0,Diptera,Diptera,1.0,Sphaeroceridae,Sphaeroceridae,1.0,Rachispoda,Rachispoda,1.0,Rachispoda fuscinevris,Rachispoda fuscinevris,1.0
JICAK151-16,Insecta,Insecta,0.93,Hemiptera,Hymenoptera,0.81,Cicadellidae,Formicidae,0.35,,Tetramorium,0.26,,Tetramorium sp.,0.26
JICAL021-16,Insecta,Insecta,0.93,Coleoptera,Diptera,0.58,Anthicidae,Syrphidae,0.26,,Copestylum,0.26,,Copestylum sp.,0.26
JICAO019-16,Insecta,Insecta,0.99,Diptera,Diptera,0.91,Cecidomyiidae,Cecidomyiidae,0.88,,Asteromyia,0.85,,Asteromyia carbonifera,0.68
JICAO053-16,Insecta,Insecta,0.65,Hemiptera,Coleoptera,0.34,Reduviidae,Curculionidae,0.34,,Trigonopterus,0.34,,Trigonopterus sp.,0.34
JICAP102-16,Insecta,Insecta,1.0,Hemiptera,Hemiptera,1.0,Scutelleridae,Scutelleridae,1.0,Augocoris,Augocoris,1.0,Augocoris gomesii,Augocoris gomesii,1.0
JICAQ072-16,Insecta,Insecta,0.97,Diptera,Diptera,0.84,Cecidomyiidae,Cecidomyiidae,0.84,,Asteromyia,0.76,,Asteromyia carbonifera,0.65
JICAR032-16,Insecta,Insecta,0.82,Coleoptera,Coleoptera,0.41,Mordellidae,Curculionidae,0.31,,Trigonopterus,0.31,,Trigonopterus sp.,0.31
JICAR053-16,Insecta,Insecta,1.0,Coleoptera,Coleoptera,0.98,Curculionidae,Curculionidae,0.98,,Trigonopterus,0.98,,Trigonopterus sp.,0.98
JICAR068-16,Insecta,Insecta,1.0,Lepidoptera,Lepidoptera,1.0,Cosmopterigidae,Cosmopterigidae,1.0,cosmoBioLep01,cosmoBioLep01,1.0,cosmoBioLep01 BioLep15,cosmoBioLep01 BioLep15,1.0
JICAR113-16,Insecta,Insecta,0.49,Psocodea,Diptera,0.3,Psocidae,Limoniidae,0.27,,Dicranomyia,0.27,,Dicranomyia sp.,0.27
JICAS016-16,Insecta,Insecta,1.0,Lepidoptera,Lepidoptera,1.0,Gelechiidae,Apatelodidae,0.51,gelBioLep01,Apatelodes,0.51,,Apatelodes sp.,0.51
JICAT111-16,Insecta,Insecta,1.0,Diptera,Diptera,0.99,Cecidomyiidae,Cecidomyiidae,0.99,,Lestodiplosis,0.59,,Lestodiplosis juniperina,0.59
JICAU106-16,Insecta,Insecta,1.0,Hymenoptera,Hymenoptera,1.0,Formicidae,Formicidae,1.0,Camponotus,Camponotus,1.0,Camponotus integellus,Camponotus integellus,1.0
JICAU107-16,Insecta,Insecta,1.0,Hymenoptera,Hymenoptera,0.99,Formicidae,Formicidae,0.93,,Tetramorium,0.44,,Tetramorium sp.,0.44
JICAW069-16,Insecta,Insecta,1.0,Hemiptera,Hemiptera,1.0,Delphacidae,Delphacidae,1.0,Copicerus,Copicerus,1.0,Copicerus irroratus,Copicerus irroratus,1.0
JICAW112-16,Insecta,Insecta,1.0,Hymenoptera,Hymenoptera,1.0,Formicidae,Formicidae,1.0,Azteca,Azteca,1.0,Azteca instabilis,Azteca instabilis,1.0
JICAX126-16,Insecta,Chilopoda,0.68,Hemiptera,Scolopendromorpha,0.68,Cicadellidae,Scolopendridae,0.68,Xestocephalus,Scolopendra,0.68,,Scolopendra subspinipes,0.68
JICAZ098-16,Insecta,Chilopoda,0.81,Hemiptera,Scolopendromorpha,0.8,Cicadellidae,Scolopendridae,0.8,Xestocephalus,Scolopendra,0.8,,Scolopendra subspinipes,0.8
JICAZ152-16,Insecta,Chilopoda,0.91,Hemiptera,Scolopendromorpha,0.91,Cicadellidae,Scolopendridae,0.91,Xestocephalus,Scolopendra,0.91,,Scolopendra subspinipes,0.91
JICAZ196-16,Insecta,Insecta,0.91,Coleoptera,Diptera,0.4,Chrysomelidae,Limoniidae,0.21,,Dicranomyia,0.21,,Dicranomyia sp.,0.21
JICAZ285-16,Insecta,Chilopoda,0.43,Hemiptera,Scolopendromorpha,0.43,Tropiduchidae,Scolopendridae,0.43,,Scolopendra,0.43,,Scolopendra subspinipes,0.43
JIAAA045-16,Insecta,Insecta,0.73,Coleoptera,Coleoptera,0.43,Scraptiidae,Curculionidae,0.24,,Trigonopterus,0.24,,Trigonopterus sp.,0.24
JIAAA115-16,Insecta,Chilopoda,0.8,Hemiptera,Scolopendromorpha,0.8,Cicadellidae,Scolopendridae,0.8,Xestocephalus,Scolopendra,0.8,,Scolopendra subspinipes,0.8
JIAAA196-16,Insecta,Insecta,1.0,Hymenoptera,Hymenoptera,1.0,Formicidae,Formicidae,1.0,Procryptocerus,Procryptocerus,1.0,Procryptocerus scabriusculus,Procryptocerus scabriusculus,1.0
JIAAA265-16,Insecta,Insecta,1.0,Diptera,Diptera,0.99,Asilidae,Limoniidae,0.73,,Dicranomyia,0.73,,Dicranomyia sp.,0.73
JIAAC009-16,Insecta,Chilopoda,0.38,Diptera,Scolopendromorpha,0.38,Asilidae,Scolopendridae,0.38,,Scolopendra,0.38,,Scolopendra subspinipes,0.38
JIAAC031-16,Insecta,Insecta,0.89,Hemiptera,Hemiptera,0.84,Cicadellidae,Cicadellidae,0.84,,Hishimonus,0.71,,Hishimonus phycitis,0.71
JIAAC056-16,Insecta,Insecta,1.0,Hymenoptera,Hymenoptera,1.0,Formicidae,Formicidae,1.0,Pseudomyrmex,Pseudomyrmex,1.0,Pseudomyrmex oculatus,Pseudomyrmex oculatus,1.0
JIAAC057-16,Insecta,Insecta,1.0,Hymenoptera,Hymenoptera,1.0,Formicidae,Formicidae,1.0,Pseudomyrmex,Pseudomyrmex,1.0,Pseudomyrmex oculatus,Pseudomyrmex oculatus,1.0
